[01Mar2026 13:39:58.532] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, j_shelfwood, --version, 1.21.1, --gameDir, C:/Users/Shelfwood/AppData/Roaming/PrismLauncher/instances/Craftoria/minecraft, --assetsDir, C:/Users/Shelfwood/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, fc61f12b3c274924b58c1d78f62e51f5, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.215, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[01Mar2026 13:39:58.535] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Oracle Corporation Java HotSpot(TM) 64-Bit Server VM 21.0.10+8-LTS-jvmci-23.1-b84
[01Mar2026 13:39:58.538] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.10 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[01Mar2026 13:39:58.624] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: ****************************** Found dependency overrides ******************************
[01Mar2026 13:39:58.625] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: Dependency overrides for mod 'ars_unification': softening dependency constraints against 'jei'
[01Mar2026 13:39:58.626] [main/WARN] [net.neoforged.fml.loading.FMLConfig/]: ****************************************************************************************
[01Mar2026 13:39:59.510] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[01Mar2026 13:39:59.583] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[01Mar2026 13:39:59.725] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[01Mar2026 13:39:59.816] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.10.26.jar)
[01Mar2026 13:39:59.831] [main/WARN] [CrashAssistantJarInJarHelper/]: Closed old CrashAssistantApp process to prevent confusing the player with window containing information from old crash.
[01Mar2026 13:40:00.028] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3080 Laptop GPU/PCIe/SSE2 GL version 4.6.0 NVIDIA 591.86, NVIDIA Corporation
[01Mar2026 13:56:41.113] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.43, y=-1.00, z=17632.23] attempting to lookup owner from client!
[01Mar2026 13:56:41.127] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.127] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.127] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.44, y=0.67, z=17633.65] attempting to lookup owner from client!
[01Mar2026 13:56:41.127] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.44, y=0.67, z=17633.65] attempting to lookup owner from client!
[01Mar2026 13:56:41.127] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.43, y=-1.00, z=17632.23] attempting to lookup owner from client!
[01Mar2026 13:56:41.127] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.43, y=-1.00, z=17632.23] attempting to lookup owner from client!
[01Mar2026 13:56:41.139] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.139] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.139] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.44, y=0.67, z=17633.65] attempting to lookup owner from client!
[01Mar2026 13:56:41.139] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.44, y=0.67, z=17633.65] attempting to lookup owner from client!
[01Mar2026 13:56:41.139] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.43, y=-1.00, z=17632.23] attempting to lookup owner from client!
[01Mar2026 13:56:41.139] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.43, y=-1.00, z=17632.23] attempting to lookup owner from client!
[01Mar2026 13:56:41.161] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.161] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.161] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.83, z=17633.69] attempting to lookup owner from client!
[01Mar2026 13:56:41.161] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.83, z=17633.69] attempting to lookup owner from client!
[01Mar2026 13:56:41.161] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.48, y=-1.00, z=17632.25] attempting to lookup owner from client!
[01Mar2026 13:56:41.161] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.48, y=-1.00, z=17632.25] attempting to lookup owner from client!
[01Mar2026 13:56:41.176] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.176] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.176] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.83, z=17633.69] attempting to lookup owner from client!
[01Mar2026 13:56:41.176] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.83, z=17633.69] attempting to lookup owner from client!
[01Mar2026 13:56:41.176] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.48, y=-1.00, z=17632.25] attempting to lookup owner from client!
[01Mar2026 13:56:41.176] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.48, y=-1.00, z=17632.25] attempting to lookup owner from client!
[01Mar2026 13:56:41.189] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.189] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.45, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.189] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.83, z=17633.69] attempting to lookup owner from client!
[01Mar2026 13:56:41.189] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.83, z=17633.69] attempting to lookup owner from client!
[01Mar2026 13:56:41.189] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.48, y=-1.00, z=17632.25] attempting to lookup owner from client!
[01Mar2026 13:56:41.189] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.48, y=-1.00, z=17632.25] attempting to lookup owner from client!
[01Mar2026 13:56:41.211] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.46, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.211] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.46, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.211] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.89, z=17633.74] attempting to lookup owner from client!
[01Mar2026 13:56:41.211] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.89, z=17633.74] attempting to lookup owner from client!
[01Mar2026 13:56:41.211] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.53, y=-0.86, z=17632.26] attempting to lookup owner from client!
[01Mar2026 13:56:41.211] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.53, y=-0.86, z=17632.26] attempting to lookup owner from client!
[01Mar2026 13:56:41.223] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.46, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.223] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.46, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.224] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.89, z=17633.74] attempting to lookup owner from client!
[01Mar2026 13:56:41.224] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.89, z=17633.74] attempting to lookup owner from client!
[01Mar2026 13:56:41.224] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.53, y=-0.86, z=17632.26] attempting to lookup owner from client!
[01Mar2026 13:56:41.224] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.53, y=-0.86, z=17632.26] attempting to lookup owner from client!
[01Mar2026 13:56:41.251] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.47, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.251] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.47, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.251] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.94, z=17633.78] attempting to lookup owner from client!
[01Mar2026 13:56:41.251] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.94, z=17633.78] attempting to lookup owner from client!
[01Mar2026 13:56:41.251] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.58, y=-0.72, z=17632.27] attempting to lookup owner from client!
[01Mar2026 13:56:41.251] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78149, l='ClientLevel', x=-4230.58, y=-0.72, z=17632.27] attempting to lookup owner from client!
[01Mar2026 13:56:41.270] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.47, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.270] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.47, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.270] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.94, z=17633.78] attempting to lookup owner from client!
[01Mar2026 13:56:41.270] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.94, z=17633.78] attempting to lookup owner from client!
[01Mar2026 13:56:41.284] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.47, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.47, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.94, z=17633.78] attempting to lookup owner from client!
[01Mar2026 13:56:41.285] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.94, z=17633.78] attempting to lookup owner from client!
[01Mar2026 13:56:41.308] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.308] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.308] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.96, z=17633.82] attempting to lookup owner from client!
[01Mar2026 13:56:41.308] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.96, z=17633.82] attempting to lookup owner from client!
[01Mar2026 13:56:41.321] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.321] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.321] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.96, z=17633.82] attempting to lookup owner from client!
[01Mar2026 13:56:41.321] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.96, z=17633.82] attempting to lookup owner from client!
[01Mar2026 13:56:41.336] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.336] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.336] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.96, z=17633.82] attempting to lookup owner from client!
[01Mar2026 13:56:41.336] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.45, y=0.96, z=17633.82] attempting to lookup owner from client!
[01Mar2026 13:56:41.357] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.357] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.358] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.98, z=17633.88] attempting to lookup owner from client!
[01Mar2026 13:56:41.358] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.98, z=17633.88] attempting to lookup owner from client!
[01Mar2026 13:56:41.372] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.372] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.372] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.98, z=17633.88] attempting to lookup owner from client!
[01Mar2026 13:56:41.372] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.98, z=17633.88] attempting to lookup owner from client!
[01Mar2026 13:56:41.385] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.385] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.385] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.98, z=17633.88] attempting to lookup owner from client!
[01Mar2026 13:56:41.385] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.98, z=17633.88] attempting to lookup owner from client!
[01Mar2026 13:56:41.409] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.409] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.409] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.99, z=17633.94] attempting to lookup owner from client!
[01Mar2026 13:56:41.409] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.99, z=17633.94] attempting to lookup owner from client!
[01Mar2026 13:56:41.421] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.421] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
[01Mar2026 13:56:41.421] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.99, z=17633.94] attempting to lookup owner from client!
[01Mar2026 13:56:41.421] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedSkeleton['Summoned Skeleton'/78150, l='ClientLevel', x=-4231.46, y=0.99, z=17633.94] attempting to lookup owner from client!
[01Mar2026 13:56:41.437] [Render thread/WARN] [io.redspace.ironsspellbooks.IronsSpellbooks/]: Summon SummonedZombie['Summoned Zombie'/78151, l='ClientLevel', x=-4233.48, y=-2.00, z=17631.76] attempting to lookup owner from client!
